1157,1298
45,749
958,1194
25,732
997,1009
540,1037
547,1166
168,298
1031,1165
419,645
179,725
922,1320
449,629
606,1121
49,672
104,226
444,728
482,1278
319,637
293,580
438,769
92,1215
384,1029
177,592
553,619
217,1025
494,1093
822,896
236,709
515,929
201,1044
875,1166
787,1293
326,652
625,753
245,556
126,331
726,1171
59,1059
83,999
444,1006
573,958
65,1234
376,481
241,741
136,1089
95,1191
303,1312
312,381
431,543
387,468
268,964
778,1064
312,325
114,1284
211,214
65,337
544,818
271,1100
392,680
634,671
342,736
197,1111
41,1289
473,619
36,1345
370,552
347,644
99,487
682,1155
755,763
63,376
474,556
351,519
883,1115
597,1054
268,738
501,866
952,1234
123,803
274,649
267,549
261,480
183,793
634,673
165,400
526,937
275,427
636,1097
728,1108
71,633
144,466
56,474
540,590
574,692
210,614
485,1216
549,695
37,675
285,880
598,1263
112,749
448,1260
8,494
348,873
603,732
770,1025
128,501
26,1143
557,637
699,1182
240,597
143,1014
387,563
883,1307
908,979
218,388
194,1196
138,457
23,572
245,1020
210,1206
688,715
189,574
241,642
98,748
615,977
1103,1224
704,723
304,1178
534,1145
224,728
44,1085
348,926
880,964
424,601
476,693
843,859
484,1213
419,937
574,1025
416,1253
269,853
299,1206
411,459
54,205
145,1207
622,685
513,1195
116,303
45,686
695,925
865,1345
64,899
172,1057
671,875
200,303
354,489
719,1215
214,871
189,1174
436,860
463,557
155,1261
988,1095
51,927
249,664
469,1252
706,757
424,480
59,1295
414,870
99,136
448,474
68,94
919,1215
636,1318
702,1004
697,1164
72,647
899,959
261,881
701,1120
729,1308
560,1142
205,1068
187,628
963,1195
231,1110
346,1163
297,883
181,251
325,829
561,861
659,1289
678,1066
1155,1306
284,1102
622,1085
220,842
571,1122
374,1255
136,165
274,995
35,274
141,1318
834,1008
182,371
126,584
271,411
475,1064
857,1085
336,502
409,748
860,1194
147,584
101,629
239,497
53,889
189,238
296,448
86,225
160,482
678,1152
343,562
72,846
56,676
580,651
993,1087
1042,1218
632,966
34,340
824,1162
183,1301
60,1032
453,537
469,1285
121,1028
328,622
271,616
870,1229
399,612
446,824
546,1088
794,850
510,520
91,1172
565,1094
680,762
239,547
481,943
336,530
727,1068
631,717
1044,1301
94,490
491,492
675,1310
141,853
265,1298
23,1336
629,1085
446,482
385,1339
167,437
273,1248
208,833
661,1302
487,965
712,754
518,663
695,1287
1056,1244
136,866
313,1204
461,927
997,1278
622,915
390,683
546,971
491,816
737,924
399,1025
192,578
633,1107
566,587
428,638
459,843
565,1132
476,565
959,1107
586,1019
126,843
391,1201
179,1012
837,1242
171,925
473,1039
720,1105
586,1141
1260,1277
326,995
191,1263
82,890
326,970
1,475
722,883
460,692
1004,1341
130,320
510,1188
810,834
810,844
504,1123
621,1011
384,543
615,794
906,961
236,411
86,869
481,1273
289,749
1216,1231
58,268
122,140
579,1189
223,519
846,1046
35,1209
294,1138
333,1287
489,1220
113,360
236,263
617,816
623,661
301,1194
549,678
744,757
855,1194
476,1294
252,1302
34,969
60,469
358,499
285,553
503,827
408,1006
887,1066
741,1294
476,1099
484,1048
100,1029
852,1095
372,695
709,1014
416,1260
454,875
292,1285
315,911
145,420
447,549
500,744
869,1089
44,860
985,1047
621,1184
310,574
40,50
169,281
630,1199
1214,1292
601,757
97,1045
353,962
299,347
858,913
518,529
291,906
55,300
66,905
584,859
440,631
375,382
217,565
133,601
104,826
378,1100
60,308
284,1226
146,602
527,629
236,1075
298,576
282,702
301,608
194,1187
177,1276
304,1008
630,1248
390,1105
307,375
199,563
307,972
293,497
651,925
475,1213
284,728
1049,1301
66,661
151,182
555,1316
186,1009
1051,1092
282,817
262,1294
1045,1108
168,221
108,697
456,659
736,1293
703,1165
559,718
99,646
208,1156
793,1068
994,1067
26,259
473,1151
822,1110
73,1064
380,530
1022,1063
598,1195
598,1138
199,543
337,621
93,484
387,818
699,712
339,681
64,595
653,945
730,1022
1113,1117
50,622
301,959
80,896
70,945
991,1074
769,1148
319,850
166,614
182,680
162,191
116,926
530,670
86,833
71,890
1026,1151
754,775
642,905
485,1278
1166,1327
292,525
555,825
292,871
871,1310
272,1201
56,291
511,728
667,1279
269,584
437,1158
491,1075
70,1224
51,605
422,918
220,700
245,275
578,988
520,709
267,749
352,528
55,177
173,687
717,1017
127,556
277,872
465,588
177,494
1035,1141
359,946
545,953
294,776
433,952
240,709
190,922
63,1068
684,1127
484,485
569,666
217,926
166,1091
468,557
207,1248
373,595
119,313
197,346
682,914
380,761
73,827
1219,1253
848,1046
48,497
397,1061
728,950
133,836
918,962
139,566
27,73
490,994
168,1104
63,144
635,687
199,384
52,579
213,842
727,1178
353,508
541,983
97,608
480,1292
1044,1209
197,1103
844,1103
1169,1242
1213,1286
213,562
256,1318
392,726
226,1060
85,726
1026,1250
365,755
921,992
536,955
652,678
340,1204
243,674
49,1201
331,735
702,989
500,515
430,518
413,1074
670,742
386,1294
83,1092
461,645
1106,1276
362,769
850,948
325,1277
40,709
356,484
1051,1085
205,1014
623,627
573,918
508,950
476,952
68,238
105,512
642,703
906,941
406,1205
255,362
174,959
657,951
242,289
220,405
238,963
390,1193
680,1188
444,530
457,661
475,674
54,157
944,1054
880,1163
407,667
1024,1272
622,1223
873,1032
48,970
706,1228
692,977
56,776
406,1041
418,464
122,675
181,959
48,1112
663,1195
308,315
572,747
167,624
178,1017
702,1067
293,512
1286,1311
408,1299
170,829
37,962
438,1237
601,1195
240,1101
28,928
1115,1213
470,949
678,1037
511,740
41,828
710,1074
493,541
736,1289
653,1029
402,727
1211,1261
436,518
945,1267
720,1110
839,1201
219,1037
692,794
161,284
265,1019
329,595
853,1261
35,241
331,552
189,555
673,1299
342,378
943,1325
414,557
430,463
152,972
63,107
179,240
354,822
396,859
493,1024
482,864
729,857
224,636
575,867
965,1173
468,672
546,740
857,1200
34,1071
621,1086
422,1327
256,300
513,594
591,911
237,651
173,1109
85,113
701,1195
214,519
642,793
491,723
507,682
896,1238
354,1205
174,313
44,528
342,1167
252,328
624,741
255,656
484,495
217,968
371,854
94,615
301,909
303,325
580,1117
431,1099
301,841
638,918
1094,1097
411,1167
720,845
654,938
111,1030
213,615
66,142
943,1335
724,1182
658,943
907,995
306,1306
668,1112
292,943
285,940
294,457
555,1312
757,901
1005,1067
501,1011
149,381
75,232
638,836
482,641
376,453
1160,1195
181,580
548,689
152,711
1,675
358,506
1053,1067
238,470
685,850
176,750
475,845
98,326
110,425
46,583
219,951
120,438
259,1042
649,690
156,866
326,1338
182,463
154,828
13,1129
525,717
436,729
132,511
155,1095
267,769
579,1221
1087,1107
372,518
161,1215
179,401
218,275
720,1093
184,683
178,418
380,656
91,488
928,1200
794,1229
778,1006
727,1007
56,329
220,548
325,1195
653,1341
370,938
303,605
271,684
142,510
727,1195
322,444
1041,1087
318,756
1030,1044
744,787
182,346
120,1208
574,1119
708,739
341,690
110,217
419,883
49,1179
541,755
94,389
962,1124
456,622
208,240
183,956
348,484
158,506
681,954
141,839
95,176
1078,1100
50,1308
592,949
54,144
507,775
213,960
377,936
97,1210
75,845
260,822
850,1223
559,668
624,1199
224,1075
689,1047
52,148
547,669
197,336
234,245
134,1311
302,668
86,1160
228,1202
626,1045
56,224
669,722
780,1335
359,475
177,1184
145,1226
762,936
255,446
224,570
308,573
588,1068
70,433
61,471
338,1190
334,1211
119,1175
453,1027
870,1074
108,466
463,872
278,513
663,1113
300,763
683,874
346,473
1213,1252
444,912
255,267
405,934
163,702
181,902
268,672
236,1152
130,331
49,1035
155,261
651,659
593,1295
239,883
615,989
224,239
44,464
922,1202
191,914
42,640
687,757
264,648
187,405
140,757
272,1067
149,866
826,1287
527,554
107,873
342,1242
199,947
296,680
63,338
315,727
390,926
308,616
1027,1089
325,681
684,902
734,1113
1011,1155
537,551
850,1286
700,1338
118,1165
736,1262
230,1014
213,375
130,1095
304,982
37,1008
405,1179
1051,1093
147,1027
61,683
287,552
94,821
149,1294
553,1052
101,418
218,1100
691,1159
6,622
138,1310
183,807
168,966
731,1200
258,580
626,956
231,664
127,946
1064,1138
444,946
277,489
86,633
481,842
55,1286
747,1026
216,619
507,573
937,1278
507,629
323,1071
310,649
728,1193
292,827
416,1035
501,1099
23,123
655,1267
1139,1327
852,1092
596,1211
645,1263
156,506
557,1105
615,947
468,859
987,1074
136,664
1074,1292
418,1207
281,409
563,623
104,960
235,918
848,1159
36,168
134,1035
