236,1298
906,1079
274,711
859,978
490,682
255,1275
881,937
136,144
475,734
144,1336
72,1294
183,563
936,1015
186,1263
170,692
425,1312
484,1226
253,596
579,983
190,655
191,381
425,661
299,716
56,543
210,665
640,860
959,1090
1250,1306
516,1016
963,1325
468,1095
335,674
34,1266
258,1024
172,490
326,433
718,1094
150,365
875,1054
367,528
223,615
309,453
916,927
202,554
400,1107
275,702
165,530
271,456
655,1095
491,853
198,686
73,414
46,988
125,880
145,1022
205,1251
213,562
98,1310
1037,1155
348,1017
417,865
156,1016
336,416
621,743
203,640
948,970
494,930
682,1006
298,1138
1100,1198
523,1084
258,1129
171,723
116,473
250,1215
388,598
623,977
421,453
1079,1117
414,484
859,911
353,575
656,1320
213,1303
773,861
323,842
204,793
155,1303
199,221
38,152
210,1336
767,880
1035,1164
27,949
194,958
882,1056
82,157
124,295
506,642
973,1178
1028,1100
378,513
318,1204
230,444
19,1285
92,747
63,1152
812,817
594,950
361,947
81,977
253,995
102,905
1,1094
1228,1325
232,763
156,545
576,1185
586,843
38,1074
192,528
622,1012
489,690
574,854
34,743
171,1104
344,1044
661,1277
38,55
417,1161
319,1276
413,496
697,702
720,1336
199,549
474,504
391,746
356,915
176,245
259,419
268,1092
358,401
162,191
469,1008
1074,1132
512,959
476,908
211,953
625,1012
234,625
316,603
273,843
322,858
130,296
93,1178
277,1120
383,1107
362,1088
1111,1127
438,471
122,594
144,1083
539,1022
167,243
44,1182
127,850
1049,1051
688,963
1033,1091
294,753
428,1213
548,1224
970,1115
148,420
246,457
560,670
640,1195
693,1174
156,848
565,655
467,539
1070,1252
120,540
860,1163
240,1291
49,556
547,853
644,1108
276,310
65,1044
199,1330
697,908
433,1175
245,1217
888,978
451,476
83,1141
330,872
493,822
431,1163
27,60
265,1129
703,949
622,647
190,410
229,523
1059,1162
628,1093
540,557
682,1301
243,683
99,1241
245,262
400,619
134,510
686,1192
559,1133
370,1035
2,38
685,690
428,839
586,945
1021,1030
256,1223
295,934
584,623
584,884
326,643
97,110
